placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"New Cumberland, PA",3278.5105,2932.3835,43.2785,62.1655,157.6105,83.0725,0.72959443,0.745466444,0.150525088,0.354183591,0.657801987,0.888145897,263394.3618,263496.4409,220500,110000,277031.5789,293394.3662,583945300,533053300,1323000,2420000,26318000,20831000
"New Haven, CT",46982,14493,15149,13859,2066,1415,0.278383211,0.364589802,0.325302,0.146835991,0.303969022,0.144169611,289498.272,395802.9334,209698.4984,216784.7666,215882.1656,415686.2745,3786347900,2091422700,1033394200,441157000,135574000,84800000
"New Haven, IN",4971.5435,3881.6862,504.987,223.79,276.8185,84.2618,0.679303259,0.714518474,0.404816956,0.654782609,0.775043937,0.452655889,157795.742,152332.7203,116368.3673,310730.4965,151976.1905,212837.8378,503999600,397588400,22808200,43813000,31915000,7875000
"New Hope, MN",8669.5062,6525.9522,962.412,590.1906,416.7282,174.2232,0.677628837,0.742735566,0.114031621,0.657106026,0.932450936,0.812227074,302265.779,316097.065,198906.5421,277129.8701,227230.3665,183021.5827,1748003000,1507783000,21283000,106695000,86802000,25440000
"New Iberia, LA",11357.53,7028.31,3468.17,481.95,166.94,212.16,0.722103309,0.813535544,0.591049458,0.401410935,0.6700611,0.604967949,136848.6258,154284.9447,89152.7,99021.05263,186425.9259,145925.6198,1085483300,850572900,178305400,18814000,20134000,17657000
"New Lenox, IL",8519.792,7206.4055,575.7375,597.4345,61.4035,78.811,0.868128588,0.89488317,0.685592827,0.793755633,0.874306839,0.314169342,292946.3203,293966.138,277293.3333,284526.087,362647.0588,290826.087,2057947900,1797896900,103985000,130882000,18495000,6689000
"New London, CT",11549.0562,9238.0992,576.972,908.424,508.2264,317.3346,0.604602548,0.655319809,0.257801418,0.348873874,0.607487923,0.486137975,333501.7022,346702.2568,268013.6986,184834.4156,295751.6556,264238.4106,2253137500,2027861500,39130000,56929000,89317000,39900000
"New Milford, NJ",5555.8818,2992.2942,312.7698,1163.1172,1036.077,51.6236,0.730255132,0.776107176,0.486399262,0.592486982,0.824356298,0.765363128,539224.8842,472280.1895,383000,738672.6727,595750.6083,316842.1053,2095427900,1046572900,55152000,491956000,489707000,12040000
"New Orleans, LA",151753,54687,84530,6357,3140,3039,0.498026398,0.588585953,0.438234946,0.420795973,0.729617834,0.453767687,374059.4758,529605.6294,225488.8241,535199.6262,379077.6953,413497.4619,28270293000,17046946000,8353008000,1431659000,868467000,570213000
"New Port Richey, FL",7004.5338,5704.3254,343.4361,861.75,44.5812,50.4411,0.580788032,0.613765459,0.295081967,0.47,0.74742268,0.54214123,170558.8049,169863.2357,142387.5,174135.0649,186806.4516,293800,645053400,551206200,13669200,67042000,5791000,7345000
"New Providence, NJ",4375.4925,3260.3185,190.722,430.0805,413.47,80.9015,0.748928035,0.809808306,0.525062657,0.462906363,0.674566474,0.723781388,690047.9254,707557.1543,501546.3918,635319.3717,685171.7557,448070.1754,2145359000,1770308000,48650000,121346000,179515000,25540000
"New Rochelle, NY",31203.09,14628.435,9017.975,5322.765,1574.1725,659.7425,0.517303975,0.654688283,0.333258021,0.408742918,0.702562775,0.420630019,686062.8527,773971.2047,432324.891,645784.3228,633576.3952,942335.7664,10942702500,7310932000,1288760500,1392311000,692499000,258200000
"New Smyrna Beach, FL",10172.885,9220.8425,333.1745,407.7875,139.3745,71.706,0.733386252,0.770330152,0.285506544,0.462574257,0.346465817,0.355855856,268834.3395,270590.9426,217641.3043,207309.3923,330319.1489,312500,1914907000,1834336000,20023000,37523000,15525000,7500000
"New Ulm, MN",5468.9208,4961.922,40.8828,211.4448,119.133,135.5382,0.763070184,0.795512989,0.468152866,0.252463054,0.229508197,0.92987512,176836.8796,178672.4273,250000,241936.1702,36560,114797.5207,669858100,638932600,4750000,11371000,914000,13890500
"New York, NY",3211034,1209318,689367,817680,412587,82082,0.31904427,0.412496961,0.279324366,0.158949711,0.426751206,0.329219561,917276.9389,1101306.713,662054.7495,722317.7195,863265.4494,628344.0884,9.40E+11,5.49E+11,1.27E+11,93879634000,1.52E+11,16979742300
"Newark, CA",14436.9336,2690.0064,583.5264,2616.4368,7887.9816,658.9824,0.689845162,0.68513324,0.601831897,0.628334535,0.754274782,0.260019084,868181.7121,804151.5521,386109.5101,841850.774,926909.1564,765892.8571,8478662600,1450689400,133980000,1359589000,5405734200,128670000
"Newark, DE",11937.4875,6998.0625,2131.7175,1311.525,970.2675,525.915,0.606941787,0.717606838,0.435567799,0.487230514,0.417171038,0.477667494,272442.0175,292072.6251,210410.1974,232447.619,260752.5253,232877.551,1928344600,1429695500,191894100,146442000,103258000,57055000
"Newark, NJ",102155,14257,51207,33290,1029,2372,0.243345896,0.262257137,0.241705236,0.235686392,0.172983479,0.30311973,362168.9448,463700.1872,313554.7709,373356.9207,425084.2697,533368.5675,9003157800,1733775000,3880867400,2929358400,75665000,383492000
"Newark, OH",19028.4771,17025.7201,541.1158,451.406,177.134,833.1012,0.702656037,0.723591697,0.531678986,0.717721519,0.287096774,0.466049383,209581.9895,209653.8532,301649.1228,209487.5776,80408.16327,155695.0649,2747410300,2530102700,85970000,67455000,3940000,59942600
"Newark, NY",3582.7188,3349.5287,65.8661,104.1521,32.614,30.5579,0.753621468,0.78214762,0.316469322,0.223961879,0.560869565,0.580046404,142424.8842,143535.8663,74350,95142.85714,272200,8000,338259100,330563100,1487000,1998000,4083000,128000
"Newburgh, NY",10764.2502,6335.5149,1763.4564,2423.9052,202.8798,38.4939,0.64772165,0.766670488,0.41749039,0.500799041,0.674224344,0.729559748,290336.7989,304777.6607,286867.7686,227983.3055,381390.9774,163888.8889,1982710000,1446170000,208266000,273124000,50725000,4425000
"Newburyport, MA",7517.0589,6652.9435,159.5713,442.3469,104.9321,157.2651,0.648294335,0.678568095,0.08393552,0.448766794,0.693998309,0.470953187,680475.4001,698707.5225,300000,480160.4167,551464.7887,338732.3944,3103648300,2944353500,3900000,92190800,39154000,24050000
"Newcastle, WA",4511.502,2969.796,68.9586,147.3063,1172.3751,153.066,0.725620846,0.713071201,0.223112128,0.523299411,0.852749176,0.416494845,933340.537,938956.8528,814285.7143,826214.2857,894285.1064,1513566.667,2850422000,1849745000,11400000,57835000,840628000,90814000
"Newman, CA",3146.94,1011.06,78.12,1807.74,174.69,75.33,0.604301321,0.741053943,0.799539171,0.508612964,0.773312725,0.470728793,336517.4419,318343.3048,372903.2258,356011.4155,359856.0606,52544.11765,607750500,223477000,23120000,311866000,47501000,1786500
"Newport Beach, CA",37460.6136,26209.088,411.358,3872.4334,6061.117,906.6172,0.589612867,0.598873017,0.404436525,0.404250464,0.689118557,0.532435078,1524031.884,1540825.013,935426.8293,697082.4837,1871992.651,850940.4255,32909944500,23648582300,153410000,1066536200,7641474000,399942000
"Newport, KY",6243.3576,5843.0592,73.8396,187.7472,64.1088,74.6028,0.716276511,0.74577129,0.342377261,0.275406504,0.511904762,0.061381074,200203.0578,196564.2472,85000,290104.1667,623625,135000,838050000,801589000,2040000,13925000,19956000,540000
"Newport, RI",9557.7378,8535.4662,235.7802,436.63,98.1024,251.759,0.679069225,0.726811642,0.229314421,0.353617021,0.458333333,0.132103321,452712.8238,457395.3138,243566.0377,415133.3333,308139.5349,300000,2831266000,2732937000,12909000,62270000,13250000,9900000
"Newport News, VA",71208,31574,29518,6034,2062,2020,0.491840804,0.668081333,0.320211396,0.486576069,0.516488846,0.235643564,220627.1536,240914.6819,195988.468,136363.079,245932.8638,273964.2857,7727024800,5081854300,1852483000,400362000,261918500,130407000
"Newton, IA",6315.1444,5962.7506,50.7982,205.3884,55.0896,41.1176,0.781298398,0.786951646,0.36345776,0.782312925,0.666666667,0.626213592,212138.7236,216545.0704,80000,116924.0506,228166.6667,105833.3333,983899400,953231400,1440000,18474000,8214000,2540000
"Newton, KS",7455.726,6550.9155,80.919,538.8525,118.4625,166.5765,0.746528909,0.764174565,0.208708709,0.697857948,0.637948718,0.548504741,211253.1186,216817.485,49687.5,168825.6131,219945.9459,103821.8391,1134640500,1046578000,795000,61959000,16276000,9032500
"Newton, MA",32469.107,24338.9586,930.3096,1192.477,4868.7386,1138.6232,0.602879796,0.627471004,0.486641221,0.542431762,0.517685669,0.5997921,1210936.752,1242678.474,1514922.395,771232.0872,1214692.573,704213.8643,23449790200,18768173000,683230000,495131000,3025799200,477457000
"Newton, NC",5231.184,4318.02,407.568,300.384,145.74,59.472,0.721995632,0.771539733,0.353050289,0.60738255,0.573487032,0.596045198,209702.1222,217222.6034,170075.188,124139.5349,212740.2597,97484.84848,741087300,677517300,22620000,21352000,16381000,3217000
"Niagara Falls, NY",22274.7569,18748.3184,2308.7623,434.4869,160.4402,622.7491,0.62505985,0.677310051,0.312110866,0.421558164,0.248554913,0.451228593,204844.8078,210797.3066,129227.209,250769.2308,150000,107715.8273,2818869400,2645295400,92139000,45640000,5850000,29945000
"Niceville, FL",5364.8385,4284.003,388.878,392.4735,111.3195,188.1645,0.654217643,0.685268078,0.550217549,0.42913598,0.819506016,0.533907831,303048.4154,303667.531,230297.0297,420411.7647,319506.1728,233700,965815300,808059300,46520000,64323000,25880000,21033000
"Nicholasville, KY",10902.6258,9995.2935,528.6279,299.847,52.6503,26.2071,0.725605267,0.757104051,0.463599821,0.202362205,0.34529148,0.747747748,227697.3127,231133.0992,145186.722,89000,200000,400000,1762377200,1710847200,34990000,5340000,3600000,7600000
"Niles, IL",10990.2482,7979.8162,393.7894,1004.9016,1471.5848,140.1562,0.730525449,0.776874084,0.29699479,0.533149912,0.712953409,0.909382532,364139.131,378128.7584,274288.4615,274469.6673,348540.5076,274159.6639,2740511100,2195793700,28526000,140254000,343312400,32625000
"Nogales, AZ",7992.2304,4155.041,209.4136,3349.5682,148.665,129.5426,0.681255836,0.724035358,0.393652561,0.644411181,0.752156863,0.645364536,178994.9149,208922.179,263787.5,135898.9884,221196.3303,97487.5,925761700,590623000,21103000,282126300,24110400,7799000
"Norco, CA",8238.6198,3450.6648,273.8358,3565.0566,752.9094,196.1532,0.623736976,0.737642381,0.679079215,0.493161371,0.692932775,0.650283554,511361.5819,525940.5006,565662.9834,471593.4579,601168.9861,328861.7886,2534308000,1281717000,102385000,807368000,302388000,40450000
"Norcross, GA",3733.307,1356.951,919.776,723.332,661.357,71.891,0.500098706,0.794993334,0.193910256,0.214709152,0.631952183,0.509785648,381218.1065,405203.538,309594.1176,222618.0556,425301.8373,239117.6471,644258600,389400600,52631000,32057000,162040000,8130000
"Norfolk, VA",92406.983,42588.474,37718.797,5998.01,2885.28,3216.422,0.455933779,0.603232274,0.324497809,0.26319746,0.562680918,0.310563415,294635.8389,323607.1443,243733.1256,250260.6984,331757.4074,182497.992,12374410600,8289197000,2971838000,394160600,537447000,181768000
"Normal, IL",20160.2232,16980.3216,1241.8056,830.6568,780.5016,326.9376,0.641107545,0.694526492,0.364746946,0.425642937,0.327647759,0.212121212,192545.9263,194353.6058,228235.0333,101488.5057,189194.4444,127941.1765,2434165600,2239536600,102934000,35318000,47677000,8700000
"Norman, OK",47131.4801,35007.8303,1583.4387,3626.1657,2117.3234,4796.722,0.635521243,0.681784958,0.426458505,0.309771558,0.503072511,0.671609403,227965.9297,234175.9916,153055.0595,240328.5458,202334.2803,201890.8693,6774007600,5544116600,102853000,267726000,213665000,645647000
"Norridge, IL",5367.936,3448.816,198.016,1470,167.44,83.664,0.625292105,0.690156854,0.05260181,0.559161905,0.404682274,0.910307898,264200.7158,265637.6046,90000,253624.0858,274843.75,346666.6667,848876900,603263000,900000,201123900,17590000,26000000
"Norristown, PA",13412.8555,9348.5431,2201.6445,845.1703,889.7426,127.755,0.636532966,0.715144705,0.40412637,0.321464562,0.656349713,0.835555556,351877.8717,354126.5784,305049.9432,196940.2985,471259.5819,346857.1429,2956126000,2327674000,268749000,52780000,270503000,36420000
"North Adams, MA",5621.1595,5203.682,148.4945,156.8545,57.266,54.8625,0.695729769,0.719314804,0.296973962,0.334443704,0.903284672,0.354285714,303080.1664,304971.6024,187926.8293,253680.8511,303104.1667,331666.6667,1092604000,1052457000,7705000,11923000,14549000,5970000
"North Arlington, NJ",6309.6055,3673.6931,198.319,1590.2788,745.6262,101.6884,0.542179095,0.673526322,0.079194631,0.359223301,0.449660835,0.239528796,420115.9866,415591.2695,356333.3333,382658.8022,500027.7778,699782.6087,1379660900,985366900,5345000,210845000,162009000,16095000
"North Augusta, SC",8750.329,5948.3753,2316.3441,322.903,57.1641,105.5425,0.767609858,0.821821111,0.630166002,0.82614841,0.926147705,0.463783784,186339.8569,203244.8143,139587.7565,173315.3846,7346.153846,186956.5217,1197792600,946511100,197237500,45062000,382000,8600000
"North Bay Village, FL",3010.5496,1149.2392,172.8024,1558.4256,99.6088,30.4736,0.420216163,0.510315346,0.66131026,0.334110015,0.360257327,0.254672897,740073.8938,947524.4141,462638.8889,588374.4681,654848.4848,434285.7143,836283500,485132500,49965000,276536000,21610000,3040000
"North Bend, OR",4266.6265,3690.6074,34.62,347.7579,20.772,172.8692,0.688403543,0.704136831,0.125,0.658038825,0.227777778,0.581775701,324086.5214,326343.6531,300000,265054.7945,250000,408478.7234,877626300,778982300,1200000,58047000,1000000,38397000
"North Branch, MN",4039.3098,3829.6842,14.6466,61.6764,47.0916,86.211,0.825966555,0.836353661,0.599156118,0.605210421,0.618110236,0.674551971,246168.2067,248365.6317,248571.4286,123235.2941,289259.2593,185442.3077,719303500,695920500,1740000,4190000,7810000,9643000
"North Charleston, SC",41894.166,22610.8416,13751.1906,3407.9016,1127.8626,996.3696,0.566540329,0.705977879,0.416050229,0.219860221,0.768587769,0.43625498,218661.1686,235256.8514,179349.1797,142505.4054,265967.4419,163786.8852,5134382900,3713529400,1016730500,105454000,228732000,69937000
"North Chicago, IL",10812.3178,6228.1778,1208.9246,2252.849,901.6324,220.734,0.639903518,0.761152066,0.324031623,0.516232646,0.554018245,0.561784773,366674.6788,409015.1622,201862.5337,236549.3716,418198.9562,279841.6667,2425553000,1853247700,74891000,263516000,200317300,33581000
"North College Hill, OH",3878.9124,2589.0678,996.6836,102.3352,54.549,136.2768,0.685746242,0.80572189,0.443861221,0.317955112,0.656140351,0.463483146,152762.3928,156704.7244,140218.6158,165625,158030.303,105433.3333,374115100,298522500,58751600,5300000,5215000,6326000
"North Haledon, NJ",3152.3877,2171.3673,239.0871,608.5503,103.6224,29.7606,0.632939565,0.679721621,0.289584005,0.603572786,0.683035714,0.404145078,438013.3476,466976.8953,313712.1212,345492.7954,354218.75,943181.8182,820399000,646763000,20705000,119886000,22670000,10375000
"North Las Vegas, NV",75452.55,26316.7284,16654.1408,25992.1636,4996.1047,1493.4125,0.602672782,0.725700163,0.43242525,0.544934059,0.760997022,0.808508768,307392.9066,324125.7097,308060.5466,268518.7255,374093.1346,287043.6975,13797945400,6085460200,2198012000,3767049200,1405842000,341582000
"North Lauderdale, FL",16442.3655,6429.2454,4524.9939,4743.9414,321.912,422.2728,0.595537321,0.758927914,0.501124653,0.455992416,0.847058824,0.495515695,229951.8348,250735.5355,203859.1297,220624.0776,183086.7925,188352.9412,2199489300,1191746000,454402000,466399300,48518000,38424000
"North Liberty, IA",6211.8182,5000.4416,332.8654,356.167,294.847,227.4972,0.573567398,0.664118705,0.046361683,0.244189383,0.405545927,0.088050314,290912.296,285933.0622,309000,247776.4706,461626.087,275000,998411000,914128000,4635000,21061000,53087000,5500000
"North Little Rock, AR",26284.0665,16352.7447,8139.033,809.807,394.5052,587.9766,0.640052748,0.73347207,0.453039102,0.676653696,0.760383387,0.499464094,190123.5493,207379.5008,142070.3978,119472.3247,222953.0201,189082.7586,3155100300,2451225700,517846600,64754000,66440000,54834000
"North Mankato, MN",5449.6152,5002.8212,170.2788,195.8264,40.6912,39.9976,0.686733698,0.699586385,0.446028513,0.658205431,0.747159091,0.182080925,223615.9474,220084.0589,189256.7568,334622.0472,254620.6897,90285.71429,782432200,717914200,14005000,42497000,7384000,632000
"North Miami Beach, FL",13599.3073,2524.7995,5514.7574,5229.2249,101.7534,228.7721,0.52263762,0.699108979,0.50728003,0.465285591,0.557823129,0.240544629,308370.3333,392921.7845,243884.504,321489.1395,321428.5714,309056.6038,2155817000,678183000,673609000,769645000,18000000,16380000
"North Miami, FL",18565.8148,2683.769,9188.8338,6138.9162,248.6282,305.6676,0.486270659,0.750300044,0.403717695,0.461678789,0.799283428,0.889045486,322906.1362,432949.7897,266435.8331,316776.6158,401196.8912,321205.2239,2836407500,823470500,977020200,872402800,77431000,86083000
"North Myrtle Beach, SC",8042.4352,6735.2784,725.8512,397.8176,68.2224,115.2656,0.681961603,0.738193569,0.36560441,0.418056919,0.725321888,0.273497036,277369.0537,284615.4377,211268,181753.1646,333666.6667,126451.6129,1421516400,1320046400,52817000,28717000,16016000,3920000
"North Olmsted, OH",13691.5933,12658.9386,56.1946,417.6711,465.3418,93.4472,0.728054601,0.7316325,0.292134831,0.547241119,0.925373134,0.331081081,243297.0206,244837.7604,149000,147388.3929,242870.5882,560344.8276,2376282000,2221413000,2384000,33015000,103220000,16250000
"North Palm Beach, FL",5281.0464,3630.3456,992.5992,445.4628,139.5876,73.0512,0.660633393,0.762414686,0.35377663,0.514504915,0.521040551,0.929824561,501441.8193,522414.1847,292251.5337,415511.5207,369705.8824,1154153.846,1615144100,1329544100,95274000,90166000,25140000,75020000
"North Plainfield, NJ",8149.7556,4366.1268,591.9648,1796.76,1258.8912,136.0128,0.64153806,0.755608655,0.543407311,0.417096774,0.644106814,0.348011364,417221.5427,392087.4882,338621.0191,382288.2514,584343.4728,384888.8889,2114896000,1250367000,106327000,279835000,461047000,17320000
"North Port, FL",28765.017,26523.635,663.84,1189.38,228.656,159.506,0.842075741,0.846980099,0.76875,0.832170543,0.848790323,0.395953757,277253.0554,276205.2074,239522.6824,327543.8776,279817.7083,160000,6637715400,6131479400,121438000,320993000,53725000,10080000
"North Richland Hills, TX",24498.6499,16813.1456,1604.523,4213.9991,1261.812,605.1702,0.717229189,0.792942738,0.326993131,0.602390589,0.689730245,0.505368242,312488.2136,330323.7923,389222.6563,194873.7229,343335.5372,283204.698,5331673900,4280335700,199282000,476856000,290805200,84395000
"North Ridgeville, OH",11581.0898,10534.0935,266.5369,470.876,161.8197,147.7637,0.843219953,0.868734884,0.391562294,0.785447761,0.339847991,0.57431629,245963.9094,247098.6272,179168.3168,230683.0601,308888.8889,232024.3902,2334197500,2195965500,18096000,84430000,16680000,19026000
"North St. Paul, MN",5169.6932,3849.3644,378.8314,245.5684,428.9474,266.9816,0.625077113,0.699934904,0.367107637,0.195269017,0.729952204,0.138651877,246527.3711,248926.2796,184130.4348,186369.5652,263731.1475,242257.1429,774589000,651689000,25410000,8573000,80438000,8479000
"North Tonawanda, NY",14007.5892,11789.9712,1451.8764,273.2292,100.8936,391.6188,0.62505985,0.677310051,0.312110866,0.421558164,0.248554913,0.451228593,204696.1293,210631.6675,129196.868,250526.3158,150000,108352.6012,1761000800,1652194800,57751000,28560000,3750000,18745000
"Northampton, PA",3908.504,3555.04,31.076,197.88,88.128,36.38,0.746685688,0.772341239,0.341356674,0.39862543,0.813271605,0.317757009,260167.9008,253393.9693,275000,384000,395735.2941,126636.3636,702713500,642860500,2750000,28800000,26910000,1393000
"Northampton, MA",11984.7195,11000.3634,246.2382,442.9503,152.7552,142.4124,0.750311177,0.77754674,0.559773829,0.203412663,0.822916667,0.599162011,305899.9769,308575.6145,189388.2353,274186.0465,306178.8618,264337.3494,2644811200,2535874400,25756800,23580000,37660000,21940000
"Northbrook, IL",12345.245,10270.6856,203.525,392.1636,1356.7558,122.115,0.858897786,0.875305734,0.816,0.649466192,0.818961083,0.666666667,759995.3861,772059.2415,324018.4049,603020,747417.6633,988443.038,7873552200,6779452200,52815000,150755000,812443000,78087000
"Northfield, NJ",3073.7564,2049.3044,310.024,514.228,155.584,44.616,0.744868526,0.810366483,0.475645756,0.647830923,0.7625,0.664102564,237407.529,247000.9447,237169.0141,204637.8205,203981.4815,224928.5714,491908400,366055400,33678000,63847000,22030000,6298000
"Northglenn, CO",12418.755,9037.7865,207.638,2233.6895,493.272,446.369,0.600127307,0.64480014,0.46319797,0.414533443,0.851495726,0.410271547,442471.6733,435937.9975,296648.9362,389041.9426,627595.6311,569423.0769,3228715800,2486154400,27885000,352472000,258569400,103635000
"Northlake, IL",3446.0232,2214.0167,127.1192,943.6875,107.4905,53.7093,0.625292105,0.690156854,0.05260181,0.559161905,0.404682274,0.910307898,264542.1836,266119.7183,90000,253610.5578,275750,346382.9787,533052500,377890000,540000,127312500,11030000,16280000
"Northport, AL",8922.876,5664.7273,2892.9678,173.842,137.5278,53.8111,0.656092946,0.771558606,0.454477751,0.519259442,0.425630309,0.371155765,199311.5419,212312.7168,166407.1542,39568.18182,213392.8571,239411.7647,1110364600,881522400,209340200,3482000,11950000,4070000
"Northport, NY",2609.4408,2072.812,91.4412,304.442,44.4536,96.292,0.809999445,0.8599022,0.94378464,0.589060642,0.421824104,0.486466165,625401.652,664378.7785,385180.7229,426540.6977,828125,352444.4444,1211403000,1076958000,31970000,73365000,13250000,15860000
"Norwalk, CA",26095.2636,4474.1704,1587.4684,15954.7976,3739.2152,339.612,0.688190343,0.807123394,0.475589687,0.682458247,0.688169539,0.384615385,475962.8977,463248.3952,475845.5393,455182.3633,580705.8824,500000,8482134800,1659819000,357360000,4919155800,1480800000,65000000
"Norwalk, CT",32889.84,22141.56,3353.355,4636.26,1935.645,823.02,0.656455915,0.773013284,0.341604155,0.38425153,0.589803399,0.493730408,903615.4989,969601.8523,354303.9648,730045.7369,931268.3142,361361.3861,19332853600,16436690600,402135000,1292911000,1055127000,145990000
"Norwalk, IA",3701.763,3495.1995,29.7765,120.393,32.292,24.102,0.781298398,0.786951646,0.36345776,0.782312925,0.666666667,0.626213592,212306.8952,216806.1332,80000,117362.6374,228100,102307.6923,551148700,533776700,800000,10680000,4562000,1330000
"Norwich, CT",15517.0855,12427.3501,834.5837,1142.8586,517.5758,594.7173,0.69974674,0.754280762,0.539239623,0.365766684,0.544431946,0.562408223,251595.235,256311.6765,226930.8036,240119.5122,215217.3913,198139.8176,2682256800,2357554800,101665000,98449000,59400000,65188000
"Norwich, NY",2777.92,2660.992,10.688,46.656,17.856,41.728,0.777836655,0.792318053,0.94011976,0.384087791,0.720430108,0.277607362,152298.2504,153047.3655,90000,182533.3333,101250,83777.77778,278553500,273036500,810000,2738000,1215000,754000
"Norwood, OH",9318.7738,6620.4201,2137.7692,240.2505,149.8574,170.4766,0.540637718,0.608436918,0.392869445,0.533333333,0.087223587,0.169546436,298360.5123,325735.1747,191098.5401,173650.7937,375000,162962.963,1455999300,1267761300,157083000,21880000,4875000,4400000
"Novi, MI",23251.397,16938.392,1465.395,1301.493,3222.48,323.637,0.730520321,0.791575552,0.213902054,0.679117752,0.649856322,0.884120172,321270.0137,320732.3964,289522.5806,217746.3026,387638.5948,215845.0704,5404082900,4256118900,89752000,191399000,805513000,61300000
"Oak Brook, IL",3025.3208,2284.6168,135.9432,246.6064,282.188,75.9664,0.72211661,0.779910924,0.241283124,0.633264992,0.588129899,0.630615641,399987.5758,410932.794,349333.3333,303493.1507,387805.2632,397111.1111,791975400,660369000,10480000,44310000,58946400,17870000
"Oak Creek, WI",14304.2422,12271.5616,294.6545,1265.4177,306.2665,166.3419,0.679161424,0.70415405,0.214778325,0.605184675,0.585781991,0.392670157,244369.895,248569.3584,250000,188164.9146,281151.6854,243359.375,2351571500,2127008000,15750000,143193500,50045000,15575000
"Oak Forest, IL",10336.2354,5686.6869,2901.033,993.0753,587.0835,168.3567,0.74949485,0.84959914,0.538015803,0.895101308,0.681995662,0.388804841,202897.6278,229829.4551,156248.0469,144576.223,188664.9874,211538.4615,1548108900,1092379400,239997000,127082500,74900000,13750000
"Oak Grove, KY",2757.2745,1999.5822,554.8899,104.424,41.4948,56.8836,0.570848387,0.667147667,0.285625851,0.4875,0.662251656,0.054347826,173758.3565,178987.5828,95033.11258,134687.5,445576.9231,300000,249517000,216217000,14350000,6465000,11585000,900000
"Oak Grove, MO",3006.2934,2651.0814,119.4534,179.1504,25.4826,31.1256,0.711070716,0.714212095,0.373446047,0.863395225,0.622377622,0.935114504,220213.4665,225695.8212,218404.7619,168265.3061,171666.6667,181538.4615,430076900,388873900,9173000,24735000,2575000,4720000
"Oak Harbor, WA",9786.634,8341.2945,138.776,720.423,296.6755,289.465,0.720155469,0.754450583,0.631024096,0.4051349,0.602324762,0.679422383,428343.14,436008.8417,356635.2941,311917.8571,491008.4848,344101.1236,2725547400,2465630000,30314000,87337000,81016400,61250000
"Oak Park, MI",13873.7772,10892.5803,1844.4915,415.8378,421.2243,299.6433,0.647512979,0.697938596,0.338172716,0.648408586,0.69419072,0.651771957,219318.1144,223979.8812,199287.8049,176179.3893,185296.1672,213350.7853,1921446000,1658795000,122562000,46159000,53180000,40750000
"Oak Park, IL",16444.5216,5834.6832,1986.4128,7875.5552,318.3976,429.4728,0.577759197,0.714721375,0.364142237,0.530638094,0.709568163,0.471437539,332878.3392,426115.5828,373912.6761,237152.3694,328407.2398,262000,3102759000,1736421000,265478000,975882000,72578000,52400000
"Oak Ridge, TN",10799.0636,9745.775,621.9915,134.3303,191.6876,105.2792,0.714407247,0.735821656,0.501397206,0.456561922,0.527202073,0.660377358,192464.0032,192637.0751,206951.4563,168350.8772,224800,78106.06061,1450023800,1348844800,63948000,9596000,22480000,5155000
"Oakdale, CA",7417.2069,4521.8765,105.643,2227.999,376.8725,184.8159,0.612191336,0.686573041,0.437078652,0.447842302,0.816692913,0.456647399,438194.2844,466364.1286,303069.7674,355859.6674,464087.8378,367228.9157,1901325000,1378106000,13032000,342337000,137370000,30480000
"Oakdale, LA",2866.2375,2412.1503,284.7711,76.6836,29.8572,62.7753,0.765770492,0.794541285,0.597774844,0.488095238,0.857913669,0.717707442,168803.1877,173820.9166,150027.5862,103906.25,179782.6087,75930.23256,328322200,295843200,21754000,3325000,4135000,3265000
"Oakdale, MN",11307.56,9800.56,165.88,359.26,506.44,475.42,0.782832017,0.807039598,0.953580902,0.841396203,0.668114683,0.302174919,353749.9885,362599.3311,134472.6115,265093.6455,345973.0539,316690.1408,3079747400,2818847200,21112200,79263000,115555000,44970000
"Oakland, CA",168258.7142,60299.5791,41806.0944,30982.7535,27311.2495,7859.0377,0.413919596,0.519933551,0.338693698,0.303668875,0.456956222,0.285760266,966124.8137,1180563.113,648029.1421,642422.482,1017603.89,1050302.785,66762123000,36709610000,9117122000,5989304800,12608112200,2337974000
"Oakland Park, FL",16879.995,6600.366,4645.431,4870.206,330.48,433.512,0.595537321,0.758927914,0.501124653,0.455992416,0.847058824,0.495515695,229895.0448,250613.194,203698.9059,220925.356,183989.1697,186509.6154,2259408500,1223243000,465452000,480954500,50965000,38794000
"Oakley, CA",13128.7611,8018.3796,1017.0048,2584.4364,984.8853,524.055,0.76668126,0.775468038,0.777260638,0.706436421,0.826639204,0.796129032,577665.5041,587048.6975,597605.0955,554269.9557,539885.7143,576053.2688,5747194100,3605653100,469120000,999903000,434608000,237910000
"Oakwood, OH",3895.2661,3492.643,123.5212,72.8893,128.3117,77.9009,0.69725465,0.723971302,0.307875895,0.530839232,0.565766801,0.489120151,237158.6095,234576.8796,221571.4286,190705.8824,374029.8507,207297.2973,586730400,539761400,7755000,6484000,25060000,7670000
