placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"Colton, CA",15728.0235,5216.3804,1081.2872,7565.7813,1425.417,439.1576,0.516028743,0.589494163,0.059300341,0.529053107,0.517475728,0.538865546,335158.7942,386018.1159,250793.6508,289156.0656,353676.2689,419446.8085,2690654800,1171951000,15800000,1146503800,257830000,98570000
"Columbia, PA",4106.1936,3446.784,127.4592,222.6048,160.9152,148.4304,0.749349178,0.788802083,0.247119078,0.56085044,0.768762677,0.526113249,262266.0769,267556.0278,200000,204631.1475,203801.6529,292727.2727,770800000,692435000,6200000,24965000,24660000,22540000
"Columbia, MO",47177.9791,38723.8208,3807.8068,1201.4471,2333.5158,1111.3886,0.569349981,0.635904768,0.168009811,0.386451971,0.273584906,0.444177671,243966.2225,245147.9342,125921.5071,202593.4783,250157.2327,368648.374,6518533500,6004653500,80212000,93193000,159100000,181375000
"Columbia, SC",49409.3808,21745.9008,22716.744,1973.76,1783.1688,1189.8072,0.470476618,0.629538235,0.348031496,0.33625,0.268765133,0.426127527,234136.6568,279406.7953,162744.578,97141.55251,224357.8947,315219.1235,5379992100,3778697500,1272662600,63822000,106570000,158240000
"Columbia, TN",14899.5558,12175.0074,1614.6702,887.5926,35.424,186.8616,0.751192475,0.796166645,0.68257233,0.306310801,0.41875,0.590047393,233839.2318,243266.6174,172321.0332,174048.8722,350000,157472.2222,2557032000,2302032000,186796000,46297000,4900000,17007000
"Columbia Heights, MN",8141.8063,6410.0366,888.4864,475.733,258.5211,109.0292,0.69805161,0.746658919,0.371570122,0.700355872,0.767518009,0.326086957,262922.3897,243592.7901,200289.6341,639411.5502,223221.6495,120000,1465529400,1141963000,65695000,210366400,43305000,4200000
"Columbus, GA",71414.544,31228.464,31892.096,4348.064,2153.264,1792.656,0.4788172,0.549106738,0.411555766,0.416630482,0.724682157,0.306477093,171424.8057,197316.0862,150791.5133,103147.5319,150849.9678,140867.8899,5823643500,3359701000,1966924500,185975000,234270000,76773000
"Columbus, IN",17481.2645,14905.5646,205.9229,753.4486,1183.04,433.2884,0.72642487,0.78309936,0.42010772,0.424926398,0.3053125,0.596416382,191896.7853,187360.8374,163411.7647,263607.5949,295402.7778,170832.0313,2399669300,2152401300,13890000,83300000,106345000,43733000
"Columbus, MS",8857.4057,4685.5193,3912.0752,79.4607,135.2296,45.1209,0.662193638,0.757861546,0.554674741,0.658291457,0.366141732,0.943952802,157174.5,169527.0487,138843.8873,57920,225000,121951.2195,880177200,570967100,290739100,2896000,10575000,5000000
"Columbus, OH",349701.641,225904.8228,82118.0404,14259.4004,15876.2267,11543.1507,0.513104901,0.611063776,0.278429781,0.340433929,0.557442456,0.417805972,228390.4,241693.5928,150638.4609,190618.7319,274439.0577,171878.5193,40546604500,32969423000,3421602000,919926000,2411496000,824157500
"Commerce City, CO",17904.705,9770.8533,223.998,6913.3653,381.402,615.0864,0.71010989,0.772080919,0.67972973,0.605980997,0.864285714,0.811515748,375950.9898,397374.9831,437539.7351,336740.5888,495956.7901,285763.1579,4709914000,2946535500,66068500,1395453000,160690000,141167000
"Commerce, CA",3143.3934,90.3834,43.4484,2981.49,15.7344,12.3372,0.247973607,0.380811078,0.113168724,0.245157421,0.306818182,0.355072464,414312.2421,208906.25,300000,423016.1054,500000,600000,301205000,6685000,1200000,288920000,2000000,2400000
"Commerce, TX",3523.3178,2686.4574,319.8374,397.6609,61.375,57.9871,0.762688481,0.813667434,0.607307338,0.559451784,0.88,0.527519052,276269.724,286288.2322,256446.2366,207924.6231,280479.1667,205925.9259,650615200,542516200,47699000,41377000,13463000,5560000
"Compton, CA",22719.1497,351.1158,7887.8715,13677.612,346.2222,456.3282,0.618642471,0.799651568,0.688406359,0.574821109,0.650176678,0.563002681,389431.3479,203884.8921,420207.5791,381366.2989,352346.8468,221104.7431,5420105500,56680000,2256514700,2972750300,78221000,55939500
"Concord, CA",47588.0804,27604.4252,2634.4156,9224.3852,6344.3832,1780.4712,0.631279054,0.698335048,0.353087645,0.498198319,0.673680871,0.541642235,705904.6594,758867.4917,542007.1038,520209.6667,723100.9261,614563.1579,20891954300,14410134800,495936500,2357070000,3044978000,583835000
"Concord, NC",29090.9795,20695.1525,4628.9815,2068.1265,1083.225,615.494,0.708529855,0.747577506,0.486379455,0.614020951,0.945128205,0.967509025,271318.1818,279658.3628,233914.5031,213290.0158,309152.7094,255757.2156,5533263000,4277095000,522565000,269172000,313790000,150641000
"Conneaut, OH",4995.485,4541.35,141.3005,187.5995,14.421,110.814,0.679133958,0.70448468,0.672336616,0.256237357,0.780701754,0.351598174,146002.4845,147939.9934,133548.3871,72173.91304,215000,89756.75676,470128000,448702000,12420000,3320000,2365000,3321000
"Connersville, IN",5260.2382,4834.8734,195.3392,67.2049,42.5593,120.2614,0.673528263,0.695426441,0.636098131,0.55008489,0.297587131,0.05597723,147093.7727,149386.1519,92868.85246,106176.4706,275000,28333.33333,486586200,468176200,11330000,3610000,3300000,170000
"Conover, NC",3294.4004,2719.3245,256.6708,189.1704,91.7815,37.4532,0.721995632,0.771539733,0.353050289,0.60738255,0.573487032,0.596045198,210075.1866,217884.6398,166567.9012,124055.5556,214354.1667,97684.21053,450401200,411366200,13492000,13398000,10289000,1856000
"Conroe, TX",22886.3949,16042.0002,1231.8764,4754.4156,228.4655,629.6372,0.748768562,0.801356909,0.511814497,0.624872718,0.920994636,0.745561095,282485.5604,293215.9438,241482.3151,166229.5082,1074396.135,426982.7214,4748017300,3691002300,150202000,486720000,222400000,197693000
"Conshohocken, PA",3061.476,2133.7992,502.524,192.9096,203.0832,29.16,0.636532966,0.715144705,0.40412637,0.321464562,0.656349713,0.835555556,351079.5154,353767.0671,308256.4103,197288.1356,461693.5484,346956.5217,637560400,500580400,60110000,11640000,57250000,7980000
"Converse, TX",6960.6702,3396.6702,914.8788,2280.069,213.3054,155.7468,0.63567241,0.683594775,0.533307363,0.628995701,0.481203008,0.501144165,231675.682,243454.2002,211066.7373,214000.7128,232970.297,338800,993657000,544850500,99623500,300243000,23530000,25410000
"Conway, SC",7722.1368,6326.334,1012.8528,233.4996,78.9876,70.4628,0.779711595,0.831224339,0.52472383,0.470051341,0.861720067,0.754253308,210852.0812,221324.8211,133162.3301,78882.35294,261846.1538,161961.5385,1215773100,1113706500,68578600,8046000,17020000,8422000
"Conyers, GA",5801.1039,2374.4141,2954.5327,347.7756,47.3717,77.0098,0.659930087,0.793817641,0.54528024,0.685552408,0.928942808,0.649253731,206081.8989,225336.5714,197431.1807,103340.6114,248860.4651,232765.9574,742307000,394339000,302662000,23665000,10701000,10940000
"Coolidge, AZ",4217.2452,2912.2996,87.3348,857.3936,40.8184,319.3988,0.809860712,0.855465832,0.680901542,0.698767521,0.804568528,0.728186831,244632.8663,279372.4644,207456.1404,158885.274,285806.4516,102546.6667,803129700,666582700,11825000,92789000,8860000,23073000
"Coon Rapids, MN",25670.9758,20210.7356,2801.3824,1499.978,815.1126,343.7672,0.69805161,0.746658919,0.371570122,0.700355872,0.767518009,0.326086957,262709.4075,243711.0355,200213.8728,635786.8069,223035.4267,120000,4677541000,3652741000,207822000,665033000,138505000,13440000
"Cooper City, FL",11165.684,5189.636,924.272,3908.148,865.712,277.916,0.693669282,0.819314495,0.365892291,0.585378036,0.781003382,0.68832309,425433.7126,463626.2089,382926.8293,318553.3244,605046.6867,299687.8307,3215428000,1917558000,125600000,713878000,401751000,56641000
"Coos Bay, OR",7024.775,6076.39,57,572.565,34.2,284.62,0.688403543,0.704136831,0.125,0.658038825,0.227777778,0.581775701,322590.6426,324660.8856,300000,266445.6522,250000,403798.7421,1485852500,1319746500,2100000,98052000,1750000,64204000
"Coppell, TX",17142.884,6480.2012,1939.5046,2625.073,5619.0156,479.0896,0.468195456,0.592584193,0.234892972,0.478796361,0.404080031,0.424079755,411102.4242,416378.6951,585465.6319,246618.4317,471691.2752,259860.6965,3239076000,1563502000,264045000,305067000,1054230000,52232000
"Copperas Cove, TX",12010.9437,9436.1211,504.1953,1584.7433,143.7709,342.1131,0.74176214,0.762253348,0.620280475,0.684246654,0.559899117,0.698463169,240209.9871,247428.4315,203228.5714,161617.8877,219740.2597,439025.974,2042025100,1692657900,61171800,169860400,16920000,101415000
"Coral Gables, FL",15917.027,5889.0445,479.264,8977.8305,356.3645,214.5235,0.65439752,0.704241155,0.621323529,0.629017222,0.365883807,0.901437372,871991.2092,893613.9833,486853.2423,861705.4487,2097627.907,478756.4767,8927446000,3629860000,142648000,4791944000,270594000,92400000
"Coral Springs, FL",42810.0912,21019.1814,7936.4682,10428.3342,2338.5204,1087.587,0.670826195,0.784584275,0.436102069,0.565411972,0.858161083,0.793103448,485063.8335,474261.3271,469940.6386,549263.6767,456896.3874,378930.2326,13845177000,7768874800,1618945500,3220882200,910594500,325880000
"Coralville, IA",8782.8545,7070.096,470.6365,503.5825,416.8825,321.657,0.573567398,0.664118705,0.046361683,0.244189383,0.405545927,0.088050314,290280.5126,285412.3554,309000,248157.0248,456539.3939,275000,1427019000,1307474000,6489000,30027000,75329000,7700000
"Corcoran, CA",7260.2342,2869.6424,286.4452,3627.603,247.5172,229.0264,0.521793526,0.661994122,0.781426954,0.37616812,0.755570118,0.494334278,254321.2731,268105.2061,306041.2844,226942.6415,282266.6667,204357.7982,934885000,494386000,66717000,300699000,50808000,22275000
"Corinth, TX",5949.5272,3720.3472,723.9928,1112.487,272.1282,120.572,0.504760109,0.571525475,0.363284276,0.438689351,0.405461103,0.127906977,260141.3246,284824.6334,220437.7432,200751.0549,160654.2056,160000,754149700,582751200,56652500,95156000,17190000,2400000
"Cornelius, OR",4704.777,3359.3175,31.5315,502.3095,650.1495,161.469,0.702116168,0.712807289,0.754578755,0.526787767,0.765144786,0.761087268,517588.032,500162.239,650000,324189.0625,667901.8789,635603.4483,1617462600,1125865200,14950000,82992400,319925000,73730000
"Cornelius, NC",10859.2993,7343.7861,2279.6868,780.1788,264.406,191.2416,0.72199523,0.783507188,0.535192247,0.660399257,0.901369863,0.589962121,343437.9853,383890.46,217588.6002,221232.1429,315698.2759,270824.0741,2618371200,2144796000,259583200,111501000,73242000,29249000
"Corning, NY",4248.01,3834.7218,220.2356,39.3354,81.016,72.7012,0.706248432,0.738776304,0.41142304,0.682926829,0.367105263,0.274193548,145694.5668,145201.918,92643.67816,307600,240185.1852,108277.7778,410275900,386091900,8060000,7690000,6485000,1949000
"Corona, CA",46036.0163,19532.7828,1802.1043,18988.6051,4510.5459,1201.9782,0.667883948,0.758475802,0.790657733,0.551210563,0.709639736,0.698135124,511394.7299,527120.2294,579806.6572,468285.2462,563453.7709,457776.1733,15564810000,7720730000,818687000,4859396000,1785585000,380412000
"Coronado, CA",7860.45,6400.4421,240.1113,654.2835,366.3309,199.2822,0.474633094,0.499796787,0.135657089,0.347450303,0.549861068,0.354143019,1467081.047,1419294.302,1300000,1819776.744,1935382.979,1258333.333,5186131500,4308977500,39000000,391252000,363852000,83050000
"Corpus Christi, TX",117033.9114,38459.9436,5189.814,68983.5961,2896.9374,1503.6203,0.5886312,0.634547316,0.369427902,0.589529833,0.463726762,0.370186742,180536.9376,231336.1755,139288.0293,147143.1679,302794.3368,245496.3899,12403790300,5621700400,266458000,5973276900,406350000,136005000
"Corrales, NM",3370.8516,1860.7668,79.6947,1026.7893,67.9842,335.6166,0.828532262,0.856919309,0.361397935,0.848837926,0.36405959,0.814032441,355192.7645,278538.9266,266111.1111,220099.4987,177826.087,1373683.857,903255200,410009300,7185000,175639400,4090000,306331500
"Corte Madera, CA",3770.778,3122.46,51.0378,379.2096,160.8255,57.2451,0.572863319,0.630823293,0.148648649,0.139054233,0.589473684,0.616648412,1716263.266,1767218.247,643828.5714,1174963.265,1311500,1022382.353,3415363900,3205733900,4506800,57573200,112789000,34761000
"Costa Mesa, CA",39028.8972,22528.6948,134.0626,7828.7616,6792.711,1744.6672,0.476319372,0.524598256,0.410138249,0.234769571,0.601546157,0.454320113,836159.0057,864635.8273,735000,822227.2478,763202.6693,827277.3537,15389506500,10111916000,39690000,1499742500,3087918000,650240000
"Cotati, CA",3040.7905,2375.835,51.8485,412.61,102.608,97.889,0.644097809,0.687496817,0.487747958,0.395014663,0.66745283,0.699011125,664380.09,672319.6755,507291.6667,651644.7368,624271.1864,607031.25,1181267800,994360800,12175000,99050000,36832000,38850000
"Cottage Grove, OR",4128.8832,3737.3892,45.8581,170.4745,18.4719,156.6895,0.737824964,0.766278155,0.158316633,0.636118598,0.820895522,0.329618768,355205.7556,356421.6917,650000,327524.7525,382142.8571,297620,1005942700,948081700,4550000,33080000,5350000,14881000
"Cottonwood, AZ",5488.719,4739.4102,67.284,507.033,36.9528,138.039,0.718383033,0.732380877,0.28968254,0.735123749,0.712427746,0.386847195,323292.7741,329560.8874,346666.6667,257481.3754,458333.3333,309023.2558,1167733500,1047344500,6240000,89861000,11000000,13288000
"Cottonwood Heights, UT",13259.2792,11791.6692,296.1604,556.7024,374.6528,240.0944,0.693214606,0.718017564,0.399777283,0.291469194,0.798415493,0.604395604,431375.4413,430003.7139,340000,345125,547108.1081,443790.2098,3909987000,3589241000,40120000,55220000,161944000,63462000
"Country Club Hills, IL",6089.4987,2701.251,2479.1512,590.484,218.4338,100.1787,0.720317947,0.835909769,0.59067551,0.773889216,0.710066849,0.518347713,188687.154,208966.2884,175284.149,132772.9358,199617.4497,152122.449,777013700,441963700,239964000,57889000,29743000,7454000
"Covina, CA",12426.6355,3329.5035,592.5619,4727.6219,3601.0131,175.9351,0.66582954,0.673813708,0.761026991,0.508787854,0.838262377,0.884700665,689903.0184,645392.8247,740952.9148,616325.4968,774807.7966,682012.987,5599942800,1421155000,330465000,1457609800,2285683000,105030000
"Covington, GA",5002.6572,2047.6068,2547.8796,299.9088,40.8516,66.4104,0.659930087,0.793817641,0.54528024,0.685552408,0.928942808,0.649253731,207063.935,227544.8787,197501.5198,103893.401,247459.4595,231951.2195,636721600,337676600,259912000,20467000,9156000,9510000
"Covington, KY",16628.0928,15224.0592,770.832,367.3536,212.6784,53.1696,0.663091705,0.691609712,0.28019802,0.424515235,0.394736842,0.770334928,209206.9065,213605.8732,109740.566,93305.88235,167560.9756,130256.4103,2256714900,2200354100,23265000,14275800,13740000,5080000
"Covington, WA",6634.3185,5797.7289,96.7269,309.7977,249.4377,180.6273,0.861025816,0.870982015,0.262090484,0.758402338,0.928009679,0.945697577,575071.2016,581724.7983,695000,423681.2227,605613.8393,531036.5854,3149089900,2812639400,16680000,97023000,135657500,87090000
"Coweta, OK",4159.0248,3202.1707,83.2545,222.7168,45.0191,605.8637,0.78493052,0.810933502,0.53968254,0.750791139,0.540117417,0.711938345,204549.8696,214571.9557,220232.5581,141500,210545.4545,166894.0887,627559000,523341000,9470000,22357000,4632000,67759000
"Craig, CO",3836.0297,3125.5735,14.145,554.7669,82.2296,59.3147,0.673295804,0.733112083,0.226666667,0.446200918,0.254587156,0.33227345,567552.3614,584524.7571,180000,429519.1489,548684.2105,407647.0588,1381990000,1263158000,540000,100937000,10425000,6930000
"Cranston, RI",32196.7197,25273.2231,1839.0735,2592.3681,1511.0055,981.0495,0.63841044,0.687061584,0.359519726,0.299829642,0.756993737,0.619935691,291952.6967,294907.0024,338426.8293,215297.4026,300610.2293,238846.0265,5943573000,5070631000,222008000,165779000,340892000,144263000
"Crawfordsville, IN",6280.7274,5903.7921,35.0075,300.8099,20.4953,20.6226,0.73590336,0.740798241,0.301818182,0.705459162,0.633540373,0.617283951,158602.6444,161043.7346,100000,109024.1546,300000,93333.33333,683736000,655448000,1000000,22568000,3600000,1120000
"Crescent City, CA",2709.3129,2281.8439,27.5947,215.67,54.3599,129.8444,0.710632131,0.742650801,0.334669339,0.584102564,0.310274669,0.605621806,299938.9715,310016.9014,750000,216901.8692,205384.6154,173061.5385,484101500,440224000,6750000,23208500,2670000,11249000
"Cresskill, NJ",2897.8675,2140.5225,69.472,157.3975,509.0995,21.376,0.848955482,0.870918666,0.528846154,0.705570292,0.849270133,0.73828125,685333.9772,673897.2158,467941.1765,568809.5238,793209.4763,405714.2857,1561190800,1161798800,15910000,59725000,318077000,5680000
"Crestview, FL",8827.252,7048.856,639.856,645.772,183.164,309.604,0.654217643,0.685268078,0.550217549,0.42913598,0.819506016,0.533907831,303452.8516,303981.0935,228710.6825,422688.2129,319859.1549,233987.2611,1654728400,1384329900,77075500,111167000,45420000,36736000
"Crestwood, MO",5052.9533,4687.5918,181.4416,83.5863,73.4478,26.8858,0.75438075,0.772453459,0.379139073,0.839173405,0.538854806,0.460893855,259835.6338,262744.0653,153863.6364,209454.5455,278108.1081,245454.5455,922416500,885447500,10155000,13824000,10290000,2700000
"Croton-on-Hudson, NY",2994.8503,2029.7187,217.1491,598.1105,105.792,44.08,0.689161592,0.776284714,0.304744989,0.497742976,0.871354167,0.73125,553616.8894,577069.9084,336048.3871,452046.9751,645923.4568,599107.1429,1035817200,818862200,20835000,127025200,52319800,16775000
"Crystal City, TX",2403.156,436.5648,12.4257,1920.6033,6.5331,27.0291,0.649307036,0.732883412,0.199312715,0.631272372,0.699346405,0.775671406,147300.6397,219064.1577,200000,124287.8733,1000000,258529.4118,207252000,61118900,400000,137338100,4000000,4395000
"Crystal, MN",9444.3832,7109.2392,1048.432,642.9416,453.9752,189.7952,0.677628837,0.742735566,0.114031621,0.657106026,0.932450936,0.812227074,302492.0559,316436.8015,198879.3103,276722.488,227314.1487,183320.2614,1903885000,1642307000,23070000,115670000,94790000,28048000
"Crystal Lake, IL",15057.856,12977.7945,187.9695,1483.943,289.089,119.06,0.782507948,0.813044196,0.112236294,0.617687472,0.627303356,0.943347892,254773.4593,257506.0322,292500,230281.1173,262781.6092,181574.0741,2885564200,2608278600,5850000,206101600,45724000,19610000
"Cudahy, CA",5833.2099,167.7249,80.6274,5532.765,29.1984,22.8942,0.247973607,0.380811078,0.113168724,0.245157421,0.306818182,0.355072464,415894.1134,204333.3333,300000,424755.7339,500000,600000,579340500,12260000,2700000,555580500,4000000,4800000
"Cudahy, WI",7583.2686,6505.6608,156.2085,670.8501,162.3645,88.1847,0.679161424,0.70415405,0.214778325,0.605184675,0.585781991,0.392670157,244221.4328,248383.1817,250000,188309.2269,281666.6667,243939.3939,1237470000,1119463000,8250000,75512000,26195000,8050000
